article_url,platforms_detected,video_bytes_captured,matched_resource_count,largest_match_bytes
http://origo.hu/belpol/2026/07/kormanyszovivoi-tajekoztato-elo-kozvetites-2026-07-09,youtube,True,29,20715486
https://magyarnemzet.hu/belfold/2026/07/sulyok-tamas-az-alaptorveny-modositasi-javaslat-szamos-elemeben-serti-a-jogallamisag-a-demokracia-es-a-hatalommegosztas-elvet,youtube,True,29,20715486
https://magyarnemzet.hu/galeriak,youtube,True,29,20715486
https://ripost.hu/insider/2026/06/migracios-paktum-eletbe-lep-penteken,youtube,True,29,20715486
https://magyarnemzet.hu/kulfold/2026/07/amerika-levette-sziriat-terrorlistarol,"youtube,youtube",True,29,20715486
